,source,target,count
35600,chr3_112360000_112365000,chr3_112450000_112455000,37
35601,chr3_112360000_112365000,chr3_112490000_112495000,14
35602,chr3_112360000_112365000,chr3_112520000_112525000,14
35603,chr3_112360000_112365000,chr3_112530000_112535000,1313
35604,chr3_112360000_112365000,chr3_112535000_112540000,11
35605,chr3_112360000_112365000,chr3_112690000_112695000,99
35606,chr3_112360000_112365000,chr3_112695000_112700000,1011
35607,chr3_112360000_112365000,chr3_112705000_112710000,9
35608,chr3_11240000_11245000,chr3_11330000_11335000,14
35609,chr3_112405000_112410000,chr3_112520000_112525000,10
35610,chr3_112450000_112455000,chr3_112490000_112495000,29
35611,chr3_112450000_112455000,chr3_112520000_112525000,2321
35612,chr3_112450000_112455000,chr3_112525000_112530000,14
35613,chr3_112450000_112455000,chr3_112530000_112535000,1828
35614,chr3_112450000_112455000,chr3_112695000_112700000,14
35615,chr3_112450000_112455000,chr3_112700000_112705000,10
35616,chr3_112455000_112460000,chr3_112490000_112495000,18
35617,chr3_112455000_112460000,chr3_112530000_112535000,1612
35618,chr3_112460000_112465000,chr3_112490000_112495000,18
35619,chr3_112470000_112475000,chr3_112520000_112525000,19
35620,chr3_112485000_112490000,chr3_112520000_112525000,3132
35621,chr3_112490000_112495000,chr3_112520000_112525000,2436
35622,chr3_112490000_112495000,chr3_112530000_112535000,1618
35623,chr3_112495000_112500000,chr3_112520000_112525000,3327
35624,chr3_11265000_11270000,chr3_11325000_11330000,17
35625,chr3_11265000_11270000,chr3_11365000_11370000,11
35626,chr3_11270000_11275000,chr3_11375000_11380000,12
35627,chr3_11275000_11280000,chr3_11310000_11315000,18
35628,chr3_11275000_11280000,chr3_11325000_11330000,15
35629,chr3_11275000_11280000,chr3_11330000_11335000,2122
35630,chr3_11275000_11280000,chr3_11370000_11375000,14
35631,chr3_11275000_11280000,chr3_11375000_11380000,12
35632,chr3_112770000_112775000,chr3_113005000_113010000,1613
35633,chr3_11280000_11285000,chr3_11325000_11330000,14
35634,chr3_11280000_11285000,chr3_11330000_11335000,1817
35635,chr3_11280000_11285000,chr3_11340000_11345000,13
35636,chr3_11285000_11290000,chr3_11325000_11330000,17
35637,chr3_112855000_112860000,chr3_113005000_113010000,11
35638,chr3_113230000_113235000,chr3_113250000_113255000,21
35639,chr3_113230000_113235000,chr3_113290000_113295000,12
35640,chr3_113455000_113460000,chr3_113560000_113565000,12
35641,chr3_113560000_113565000,chr3_113625000_113630000,10
35642,chr3_113560000_113565000,chr3_113630000_113635000,1917
35643,chr3_113565000_113570000,chr3_113630000_113635000,20
35644,chr3_113565000_113570000,chr3_113635000_113640000,12
35645,chr3_11415000_11420000,chr3_11700000_11705000,9
35646,chr3_11420000_11425000,chr3_11690000_11695000,15
35647,chr3_11420000_11425000,chr3_11695000_11700000,11
35648,chr3_11425000_11430000,chr3_11695000_11700000,10
35649,chr3_114270000_114275000,chr3_114425000_114430000,13
35650,chr3_114365000_114370000,chr3_114420000_114425000,1515
35651,chr3_114365000_114370000,chr3_114425000_114430000,3123
35652,chr3_114425000_114430000,chr3_114455000_114460000,35
35653,chr3_114425000_114430000,chr3_114460000_114465000,2919
35654,chr3_114425000_114430000,chr3_115505000_115510000,9
35655,chr3_114955000_114960000,chr3_115505000_115510000,15
35656,chr3_11520000_11525000,chr3_11560000_11565000,15
35657,chr3_115375000_115380000,chr3_115520000_115525000,11
35658,chr3_115410000_115415000,chr3_115500000_115505000,15
35659,chr3_115410000_115415000,chr3_115505000_115510000,24
35660,chr3_115410000_115415000,chr3_115530000_115535000,12
35661,chr3_115500000_115505000,chr3_115520000_115525000,2644
35662,chr3_115500000_115505000,chr3_115530000_115535000,23
35663,chr3_115505000_115510000,chr3_115525000_115530000,2241
35664,chr3_115505000_115510000,chr3_115530000_115535000,28
35665,chr3_115505000_115510000,chr3_115720000_115725000,12
35666,chr3_115720000_115725000,chr3_115760000_115765000,18
35667,chr3_115720000_115725000,chr3_115775000_115780000,1822
35668,chr3_11645000_11650000,chr3_11665000_11670000,21
35669,chr3_11650000_11655000,chr3_11670000_11675000,24
35670,chr3_11650000_11655000,chr3_11675000_11680000,2222
35671,chr3_11700000_11705000,chr3_11805000_11810000,13
35672,chr3_11760000_11765000,chr3_11805000_11810000,16
35673,chr3_117825000_117830000,chr3_118345000_118350000,10
35674,chr3_118865000_118870000,chr3_118920000_118925000,14
35675,chr3_118865000_118870000,chr3_118955000_118960000,16
35676,chr3_118890000_118895000,chr3_118955000_118960000,16
35677,chr3_118895000_118900000,chr3_118925000_118930000,24
35678,chr3_118895000_118900000,chr3_118955000_118960000,1315
35679,chr3_119590000_119595000,chr3_119810000_119815000,13
35680,chr3_119600000_119605000,chr3_119860000_119865000,14
35681,chr3_119705000_119710000,chr3_119740000_119745000,11
35682,chr3_119720000_119725000,chr3_119885000_119890000,11
35683,chr3_119745000_119750000,chr3_119865000_119870000,13
35684,chr3_119765000_119770000,chr3_119860000_119865000,1415
35685,chr3_119785000_119790000,chr3_119860000_119865000,18
35686,chr3_119785000_119790000,chr3_119865000_119870000,15
35687,chr3_119790000_119795000,chr3_119860000_119865000,17
35688,chr3_119805000_119810000,chr3_119830000_119835000,24
35689,chr3_119805000_119810000,chr3_119860000_119865000,2523
35690,chr3_119805000_119810000,chr3_119865000_119870000,18
35691,chr3_119805000_119810000,chr3_119885000_119890000,18
35692,chr3_119810000_119815000,chr3_119830000_119835000,8290
35693,chr3_119810000_119815000,chr3_119835000_119840000,33
35694,chr3_119810000_119815000,chr3_119850000_119855000,24
35695,chr3_119810000_119815000,chr3_119855000_119860000,2322
35696,chr3_119810000_119815000,chr3_119860000_119865000,10389
35697,chr3_119810000_119815000,chr3_119865000_119870000,5147
35698,chr3_119810000_119815000,chr3_119870000_119875000,3626
35699,chr3_119810000_119815000,chr3_119875000_119880000,3247
35700,chr3_119810000_119815000,chr3_119885000_119890000,2964
35701,chr3_119810000_119815000,chr3_119890000_119895000,1617
35702,chr3_119810000_119815000,chr3_119895000_119900000,1615
35703,chr3_119810000_119815000,chr3_119900000_119905000,1829
35704,chr3_119810000_119815000,chr3_119910000_119915000,15
35705,chr3_119810000_119815000,chr3_119915000_119920000,19
35706,chr3_119815000_119820000,chr3_119850000_119855000,24
35707,chr3_119815000_119820000,chr3_119860000_119865000,11685
35708,chr3_119815000_119820000,chr3_119865000_119870000,4437
35709,chr3_119815000_119820000,chr3_119870000_119875000,4131
35710,chr3_119815000_119820000,chr3_119875000_119880000,3030
35711,chr3_119815000_119820000,chr3_119885000_119890000,3037
35712,chr3_119815000_119820000,chr3_119900000_119905000,3315
35713,chr3_119820000_119825000,chr3_119860000_119865000,4441
35714,chr3_119820000_119825000,chr3_119865000_119870000,3224
35715,chr3_119820000_119825000,chr3_119875000_119880000,20
35716,chr3_119820000_119825000,chr3_119885000_119890000,21
35717,chr3_119820000_119825000,chr3_119900000_119905000,14
35718,chr3_119825000_119830000,chr3_119860000_119865000,6751
35719,chr3_119825000_119830000,chr3_119870000_119875000,23
35720,chr3_119825000_119830000,chr3_119885000_119890000,23
35721,chr3_119830000_119835000,chr3_119850000_119855000,4650
35722,chr3_119830000_119835000,chr3_119855000_119860000,5439
35723,chr3_119830000_119835000,chr3_119860000_119865000,195144
35724,chr3_119830000_119835000,chr3_119865000_119870000,6251
35725,chr3_119830000_119835000,chr3_119870000_119875000,7234
35726,chr3_119830000_119835000,chr3_119875000_119880000,2535
35727,chr3_119830000_119835000,chr3_119885000_119890000,4139
35728,chr3_119830000_119835000,chr3_119890000_119895000,1617
35729,chr3_119830000_119835000,chr3_119900000_119905000,21
35730,chr3_119835000_119840000,chr3_119860000_119865000,5448
35731,chr3_119840000_119845000,chr3_119860000_119865000,35
35732,chr3_119855000_119860000,chr3_119885000_119890000,27
35733,chr3_119860000_119865000,chr3_119885000_119890000,8980
35734,chr3_119860000_119865000,chr3_119890000_119895000,2728
35735,chr3_119860000_119865000,chr3_119895000_119900000,2725
35736,chr3_119860000_119865000,chr3_119900000_119905000,3742
35737,chr3_119860000_119865000,chr3_119905000_119910000,23
35738,chr3_119860000_119865000,chr3_119915000_119920000,27
35739,chr3_119865000_119870000,chr3_119885000_119890000,5766
35740,chr3_119865000_119870000,chr3_119900000_119905000,2330
35741,chr3_119865000_119870000,chr3_119915000_119920000,17
35742,chr3_119885000_119890000,chr3_119910000_119915000,25
35743,chr3_120280000_120285000,chr3_120515000_120520000,11
35744,chr3_120310000_120315000,chr3_120460000_120465000,11
35745,chr3_121265000_121270000,chr3_121365000_121370000,12
35746,chr3_121265000_121270000,chr3_121810000_121815000,9
35747,chr3_121445000_121450000,chr3_121465000_121470000,23
35748,chr3_121645000_121650000,chr3_121710000_121715000,11
35749,chr3_121655000_121660000,chr3_121685000_121690000,19
35750,chr3_122025000_122030000,chr3_122070000_122075000,13
35751,chr3_122030000_122035000,chr3_122055000_122060000,26
35752,chr3_122030000_122035000,chr3_122060000_122065000,23
35753,chr3_122030000_122035000,chr3_122085000_122090000,19
35754,chr3_122030000_122035000,chr3_122100000_122105000,18
35755,chr3_122110000_122115000,chr3_122130000_122135000,21
35756,chr3_122175000_122180000,chr3_122230000_122235000,17
35757,chr3_122175000_122180000,chr3_122395000_122400000,15
35758,chr3_122175000_122180000,chr3_122400000_122405000,1210
35759,chr3_122190000_122195000,chr3_122210000_122215000,30
35760,chr3_122190000_122195000,chr3_122215000_122220000,28
35761,chr3_122190000_122195000,chr3_122395000_122400000,12
35762,chr3_122200000_122205000,chr3_122220000_122225000,33
35763,chr3_122200000_122205000,chr3_122230000_122235000,19
35764,chr3_122200000_122205000,chr3_122250000_122255000,15
35765,chr3_122200000_122205000,chr3_122395000_122400000,11
35766,chr3_122205000_122210000,chr3_122230000_122235000,22
35767,chr3_122230000_122235000,chr3_122395000_122400000,15
35768,chr3_122275000_122280000,chr3_122395000_122400000,1519
35769,chr3_122280000_122285000,chr3_122395000_122400000,1414
35770,chr3_122290000_122295000,chr3_122395000_122400000,18
35771,chr3_122295000_122300000,chr3_122395000_122400000,12
35772,chr3_122300000_122305000,chr3_122395000_122400000,12
35773,chr3_122460000_122465000,chr3_122650000_122655000,12
35774,chr3_122465000_122470000,chr3_122650000_122655000,12
35775,chr3_122510000_122515000,chr3_122650000_122655000,1716
35776,chr3_122575000_122580000,chr3_122600000_122605000,18
35777,chr3_122575000_122580000,chr3_122650000_122655000,1517
35778,chr3_122575000_122580000,chr3_122665000_122670000,14
35779,chr3_122585000_122590000,chr3_122650000_122655000,15
35780,chr3_122590000_122595000,chr3_122650000_122655000,14
35781,chr3_122610000_122615000,chr3_122650000_122655000,27
35782,chr3_122615000_122620000,chr3_122650000_122655000,22
35783,chr3_122650000_122655000,chr3_122745000_122750000,18
35784,chr3_122660000_122665000,chr3_122740000_122745000,14
35785,chr3_122665000_122670000,chr3_122740000_122745000,14
35786,chr3_123045000_123050000,chr3_123205000_123210000,9
35787,chr3_123300000_123305000,chr3_123320000_123325000,3535
35788,chr3_123300000_123305000,chr3_123335000_123340000,16
35789,chr3_123300000_123305000,chr3_123340000_123345000,1424
35790,chr3_123300000_123305000,chr3_123345000_123350000,22
35791,chr3_123300000_123305000,chr3_123350000_123355000,23
35792,chr3_123300000_123305000,chr3_123360000_123365000,14
35793,chr3_123370000_123375000,chr3_123435000_123440000,12
35794,chr3_123450000_123455000,chr3_123515000_123520000,15
35795,chr3_124065000_124070000,chr3_124185000_124190000,1212
35796,chr3_124205000_124210000,chr3_124265000_124270000,13
35797,chr3_124210000_124215000,chr3_124265000_124270000,18
35798,chr3_124215000_124220000,chr3_124265000_124270000,14
35799,chr3_124275000_124280000,chr3_124405000_124410000,10
35800,chr3_124280000_124285000,chr3_124405000_124410000,1117
35801,chr3_124480000_124485000,chr3_124615000_124620000,16
35802,chr3_124480000_124485000,chr3_124620000_124625000,14
35803,chr3_124500000_124505000,chr3_124620000_124625000,12
35804,chr3_124505000_124510000,chr3_124615000_124620000,13
35805,chr3_124505000_124510000,chr3_124620000_124625000,1316
35806,chr3_124510000_124515000,chr3_124555000_124560000,16
35807,chr3_124510000_124515000,chr3_124560000_124565000,14
35808,chr3_124510000_124515000,chr3_124595000_124600000,1618
35809,chr3_124510000_124515000,chr3_124600000_124605000,14
35810,chr3_124510000_124515000,chr3_124610000_124615000,11
35811,chr3_124525000_124530000,chr3_124555000_124560000,16
35812,chr3_124550000_124555000,chr3_124595000_124600000,14
35813,chr3_124550000_124555000,chr3_124600000_124605000,13
35814,chr3_124555000_124560000,chr3_124595000_124600000,1824
35815,chr3_124930000_124935000,chr3_124970000_124975000,14
35816,chr3_126465000_126470000,chr3_126675000_126680000,12
35817,chr3_126465000_126470000,chr3_127175000_127180000,9
35818,chr3_126470000_126475000,chr3_126495000_126500000,38
35819,chr3_126470000_126475000,chr3_126500000_126505000,52
35820,chr3_126470000_126475000,chr3_126550000_126555000,14
35821,chr3_126470000_126475000,chr3_126570000_126575000,15
35822,chr3_126470000_126475000,chr3_126575000_126580000,13
35823,chr3_126470000_126475000,chr3_126610000_126615000,13
35824,chr3_126470000_126475000,chr3_126620000_126625000,19
35825,chr3_126470000_126475000,chr3_126625000_126630000,24
35826,chr3_126470000_126475000,chr3_126630000_126635000,13
35827,chr3_126470000_126475000,chr3_126645000_126650000,12
35828,chr3_126470000_126475000,chr3_126650000_126655000,13
35829,chr3_126470000_126475000,chr3_126665000_126670000,11
35830,chr3_126470000_126475000,chr3_126675000_126680000,1638
35831,chr3_126470000_126475000,chr3_126680000_126685000,31
35832,chr3_126470000_126475000,chr3_126685000_126690000,21
35833,chr3_126470000_126475000,chr3_126690000_126695000,11
35834,chr3_126470000_126475000,chr3_126695000_126700000,14
35835,chr3_126470000_126475000,chr3_126700000_126705000,2027
35836,chr3_126470000_126475000,chr3_126705000_126710000,17
35837,chr3_126470000_126475000,chr3_126720000_126725000,14
35838,chr3_126470000_126475000,chr3_126725000_126730000,11
35839,chr3_126500000_126505000,chr3_126675000_126680000,16
35840,chr3_126555000_126560000,chr3_126620000_126625000,11
35841,chr3_127310000_127315000,chr3_127465000_127470000,14
35842,chr3_127315000_127320000,chr3_127465000_127470000,19
35843,chr3_127315000_127320000,chr3_127770000_127775000,14
35844,chr3_127405000_127410000,chr3_127465000_127470000,15
35845,chr3_127410000_127415000,chr3_127680000_127685000,10
35846,chr3_127415000_127420000,chr3_127465000_127470000,2319
35847,chr3_127415000_127420000,chr3_127680000_127685000,12
35848,chr3_127430000_127435000,chr3_127465000_127470000,29
35849,chr3_127430000_127435000,chr3_127680000_127685000,11
35850,chr3_127450000_127455000,chr3_127535000_127540000,15
35851,chr3_127460000_127465000,chr3_127680000_127685000,11
35852,chr3_127465000_127470000,chr3_127485000_127490000,3563
35853,chr3_127465000_127470000,chr3_127495000_127500000,4735
35854,chr3_127465000_127470000,chr3_127505000_127510000,3437
35855,chr3_127465000_127470000,chr3_127510000_127515000,1921
35856,chr3_127465000_127470000,chr3_127515000_127520000,3841
35857,chr3_127465000_127470000,chr3_127520000_127525000,3536
35858,chr3_127465000_127470000,chr3_127525000_127530000,19
35859,chr3_127465000_127470000,chr3_127530000_127535000,24
35860,chr3_127465000_127470000,chr3_127535000_127540000,5555
35861,chr3_127465000_127470000,chr3_127540000_127545000,2131
35862,chr3_127465000_127470000,chr3_127565000_127570000,15
35863,chr3_127465000_127470000,chr3_127605000_127610000,4218
35864,chr3_127465000_127470000,chr3_127675000_127680000,2025
35865,chr3_127465000_127470000,chr3_127680000_127685000,4043
35866,chr3_127465000_127470000,chr3_127730000_127735000,12
35867,chr3_127470000_127475000,chr3_127680000_127685000,1211
35868,chr3_127485000_127490000,chr3_127515000_127520000,19
35869,chr3_127485000_127490000,chr3_127680000_127685000,14
35870,chr3_127510000_127515000,chr3_127680000_127685000,11
35871,chr3_127515000_127520000,chr3_127535000_127540000,2944
35872,chr3_127515000_127520000,chr3_127680000_127685000,1212
35873,chr3_127535000_127540000,chr3_127605000_127610000,15
35874,chr3_127535000_127540000,chr3_127680000_127685000,1819
35875,chr3_127545000_127550000,chr3_127680000_127685000,11
35876,chr3_127605000_127610000,chr3_127680000_127685000,1914
35877,chr3_127620000_127625000,chr3_127640000_127645000,16
35878,chr3_127725000_127730000,chr3_127770000_127775000,16
35879,chr3_127810000_127815000,chr3_127850000_127855000,15
35880,chr3_127920000_127925000,chr3_127940000_127945000,13
35881,chr3_12800000_12805000,chr3_12830000_12835000,23
35882,chr3_12800000_12805000,chr3_12870000_12875000,19
35883,chr3_128365000_128370000,chr3_128590000_128595000,11
35884,chr3_128420000_128425000,chr3_128455000_128460000,17
35885,chr3_128440000_128445000,chr3_128510000_128515000,13
35886,chr3_128445000_128450000,chr3_128505000_128510000,16
35887,chr3_128445000_128450000,chr3_128510000_128515000,15
35888,chr3_128445000_128450000,chr3_128520000_128525000,17
35889,chr3_128450000_128455000,chr3_128520000_128525000,13
35890,chr3_128455000_128460000,chr3_128515000_128520000,11
35891,chr3_128685000_128690000,chr3_128880000_128885000,11
35892,chr3_128700000_128705000,chr3_128880000_128885000,11
35893,chr3_128835000_128840000,chr3_128870000_128875000,15
35894,chr3_128835000_128840000,chr3_128950000_128955000,12
35895,chr3_128875000_128880000,chr3_128965000_128970000,11
35896,chr3_128880000_128885000,chr3_128900000_128905000,40
35897,chr3_128880000_128885000,chr3_128930000_128935000,17
35898,chr3_128880000_128885000,chr3_128940000_128945000,18
35899,chr3_128880000_128885000,chr3_128950000_128955000,16
35900,chr3_128880000_128885000,chr3_128955000_128960000,1617
35901,chr3_128880000_128885000,chr3_128960000_128965000,1925
35902,chr3_128880000_128885000,chr3_128965000_128970000,2524
35903,chr3_128880000_128885000,chr3_128970000_128975000,16
35904,chr3_128880000_128885000,chr3_128975000_128980000,14
35905,chr3_128880000_128885000,chr3_128995000_129000000,13
35906,chr3_128895000_128900000,chr3_128950000_128955000,14
35907,chr3_128895000_128900000,chr3_128960000_128965000,17
35908,chr3_128900000_128905000,chr3_128940000_128945000,18
35909,chr3_128900000_128905000,chr3_128950000_128955000,1422
35910,chr3_128900000_128905000,chr3_128955000_128960000,16
35911,chr3_128900000_128905000,chr3_128960000_128965000,1528
35912,chr3_128900000_128905000,chr3_128965000_128970000,15
35913,chr3_128905000_128910000,chr3_128960000_128965000,14
35914,chr3_128910000_128915000,chr3_128955000_128960000,15
35915,chr3_128930000_128935000,chr3_128960000_128965000,16
35916,chr3_128985000_128990000,chr3_129025000_129030000,19
35917,chr3_128995000_129000000,chr3_129020000_129025000,3827
35918,chr3_128995000_129000000,chr3_129025000_129030000,4744
35919,chr3_128995000_129000000,chr3_129030000_129035000,6447
35920,chr3_129000000_129005000,chr3_129020000_129025000,6128
35921,chr3_129000000_129005000,chr3_129025000_129030000,6544
35922,chr3_129000000_129005000,chr3_129030000_129035000,5448
35923,chr3_129005000_129010000,chr3_129025000_129030000,36
35924,chr3_129005000_129010000,chr3_129030000_129035000,32
35925,chr3_129210000_129215000,chr3_129345000_129350000,10
35926,chr3_129345000_129350000,chr3_129545000_129550000,10
35927,chr3_129350000_129355000,chr3_129540000_129545000,13
35928,chr3_129365000_129370000,chr3_129540000_129545000,1011
35929,chr3_129370000_129375000,chr3_129540000_129545000,12
35930,chr3_129370000_129375000,chr3_129545000_129550000,11
35931,chr3_129375000_129380000,chr3_129510000_129515000,11
35932,chr3_129375000_129380000,chr3_129535000_129540000,11
35933,chr3_129380000_129385000,chr3_129400000_129405000,21
35934,chr3_129380000_129385000,chr3_129410000_129415000,32
35935,chr3_129380000_129385000,chr3_129510000_129515000,13
35936,chr3_129380000_129385000,chr3_129515000_129520000,11
35937,chr3_129390000_129395000,chr3_129510000_129515000,1315
35938,chr3_129395000_129400000,chr3_129510000_129515000,16
35939,chr3_129410000_129415000,chr3_129510000_129515000,19
35940,chr3_129410000_129415000,chr3_129530000_129535000,11
35941,chr3_129440000_129445000,chr3_129510000_129515000,21
35942,chr3_130465000_130470000,chr3_130565000_130570000,13
35943,chr3_130465000_130470000,chr3_130610000_130615000,1423
35944,chr3_130465000_130470000,chr3_130615000_130620000,11
35945,chr3_130470000_130475000,chr3_130610000_130615000,18
35946,chr3_130475000_130480000,chr3_130605000_130610000,12
35947,chr3_130475000_130480000,chr3_130610000_130615000,2934
35948,chr3_130480000_130485000,chr3_130570000_130575000,11
35949,chr3_130480000_130485000,chr3_130610000_130615000,1221
35950,chr3_130485000_130490000,chr3_130610000_130615000,1218
35951,chr3_130490000_130495000,chr3_130610000_130615000,15
35952,chr3_130540000_130545000,chr3_130565000_130570000,17
35953,chr3_130565000_130570000,chr3_130610000_130615000,17
35954,chr3_130570000_130575000,chr3_130610000_130615000,16
35955,chr3_131780000_131785000,chr3_131855000_131860000,21
35956,chr3_131850000_131855000,chr3_131880000_131885000,20
35957,chr3_131855000_131860000,chr3_131880000_131885000,22
35958,chr3_131855000_131860000,chr3_131895000_131900000,17
35959,chr3_131965000_131970000,chr3_132065000_132070000,11
35960,chr3_131970000_131975000,chr3_132035000_132040000,13
35961,chr3_131970000_131975000,chr3_132060000_132065000,17
35962,chr3_131970000_131975000,chr3_132065000_132070000,1125
35963,chr3_131970000_131975000,chr3_132115000_132120000,11
35964,chr3_131970000_131975000,chr3_132120000_132125000,12
35965,chr3_131975000_131980000,chr3_132035000_132040000,12
35966,chr3_131975000_131980000,chr3_132060000_132065000,10
35967,chr3_131975000_131980000,chr3_132065000_132070000,12
35968,chr3_132065000_132070000,chr3_132115000_132120000,1215
35969,chr3_132070000_132075000,chr3_132115000_132120000,15
35970,chr3_132250000_132255000,chr3_132355000_132360000,1014
35971,chr3_132250000_132255000,chr3_132360000_132365000,10
35972,chr3_132255000_132260000,chr3_132355000_132360000,1922
35973,chr3_132255000_132260000,chr3_132360000_132365000,13
35974,chr3_132255000_132260000,chr3_132365000_132370000,11
35975,chr3_132255000_132260000,chr3_132375000_132380000,11
35976,chr3_132260000_132265000,chr3_132350000_132355000,11
35977,chr3_132260000_132265000,chr3_132355000_132360000,1924
35978,chr3_132265000_132270000,chr3_132355000_132360000,14
35979,chr3_132275000_132280000,chr3_132355000_132360000,12
35980,chr3_132295000_132300000,chr3_132355000_132360000,14
35981,chr3_132310000_132315000,chr3_132355000_132360000,17
35982,chr3_133160000_133165000,chr3_133290000_133295000,15
35983,chr3_133175000_133180000,chr3_133285000_133290000,12
35984,chr3_133180000_133185000,chr3_133295000_133300000,13
35985,chr3_133260000_133265000,chr3_133285000_133290000,20
35986,chr3_133345000_133350000,chr3_133375000_133380000,16
35987,chr3_133375000_133380000,chr3_133515000_133520000,10
35988,chr3_133380000_133385000,chr3_133525000_133530000,10
35989,chr3_133925000_133930000,chr3_134200000_134205000,11
35990,chr3_133955000_133960000,chr3_134200000_134205000,10
35991,chr3_134010000_134015000,chr3_134190000_134195000,12
35992,chr3_134020000_134025000,chr3_134190000_134195000,14
35993,chr3_134020000_134025000,chr3_134200000_134205000,12
35994,chr3_134025000_134030000,chr3_134045000_134050000,29
35995,chr3_134025000_134030000,chr3_134090000_134095000,15
35996,chr3_134025000_134030000,chr3_134160000_134165000,10
35997,chr3_134025000_134030000,chr3_134165000_134170000,15
35998,chr3_134025000_134030000,chr3_134190000_134195000,4848
35999,chr3_134025000_134030000,chr3_134195000_134200000,1812
36000,chr3_134025000_134030000,chr3_134200000_134205000,1420
36001,chr3_134025000_134030000,chr3_134205000_134210000,11
36002,chr3_134030000_134035000,chr3_134075000_134080000,19
36003,chr3_134030000_134035000,chr3_134090000_134095000,22
36004,chr3_134030000_134035000,chr3_134190000_134195000,2034
36005,chr3_134030000_134035000,chr3_134200000_134205000,10
36006,chr3_134035000_134040000,chr3_134190000_134195000,13
36007,chr3_134035000_134040000,chr3_134200000_134205000,10
36008,chr3_134045000_134050000,chr3_134065000_134070000,37
36009,chr3_134045000_134050000,chr3_134075000_134080000,2135
36010,chr3_134045000_134050000,chr3_134095000_134100000,1719
36011,chr3_134045000_134050000,chr3_134180000_134185000,14
36012,chr3_134045000_134050000,chr3_134190000_134195000,2023
36013,chr3_134045000_134050000,chr3_134200000_134205000,1116
36014,chr3_134075000_134080000,chr3_134190000_134195000,1721
36015,chr3_134090000_134095000,chr3_134140000_134145000,16
36016,chr3_134090000_134095000,chr3_134190000_134195000,1119
36017,chr3_134095000_134100000,chr3_134145000_134150000,19
36018,chr3_134095000_134100000,chr3_134165000_134170000,13
36019,chr3_134095000_134100000,chr3_134180000_134185000,13
36020,chr3_134095000_134100000,chr3_134190000_134195000,2328
36021,chr3_134100000_134105000,chr3_134140000_134145000,21
36022,chr3_134100000_134105000,chr3_134145000_134150000,19
36023,chr3_134100000_134105000,chr3_134190000_134195000,20
36024,chr3_134145000_134150000,chr3_134180000_134185000,17
36025,chr3_134145000_134150000,chr3_134190000_134195000,25
36026,chr3_13530000_13535000,chr3_13660000_13665000,12
36027,chr3_13535000_13540000,chr3_13685000_13690000,17
36028,chr3_13535000_13540000,chr3_13690000_13695000,1010
36029,chr3_13540000_13545000,chr3_13660000_13665000,11
36030,chr3_13540000_13545000,chr3_13685000_13690000,10
36031,chr3_13540000_13545000,chr3_13690000_13695000,10
36032,chr3_135855000_135860000,chr3_135910000_135915000,14
36033,chr3_135860000_135865000,chr3_135885000_135890000,17
36034,chr3_135860000_135865000,chr3_135910000_135915000,19
36035,chr3_135865000_135870000,chr3_135905000_135910000,16
36036,chr3_13640000_13645000,chr3_13660000_13665000,2846
36037,chr3_13640000_13645000,chr3_13665000_13670000,24
36038,chr3_136470000_136475000,chr3_136580000_136585000,12
36039,chr3_136470000_136475000,chr3_136725000_136730000,10
36040,chr3_136470000_136475000,chr3_136730000_136735000,15
36041,chr3_136475000_136480000,chr3_136730000_136735000,11
36042,chr3_136535000_136540000,chr3_136660000_136665000,12
36043,chr3_136630000_136635000,chr3_136700000_136705000,13
36044,chr3_13695000_13700000,chr3_13920000_13925000,10
36045,chr3_137780000_137785000,chr3_137830000_137835000,18
36046,chr3_137785000_137790000,chr3_137830000_137835000,1718
36047,chr3_137785000_137790000,chr3_137835000_137840000,2413
36048,chr3_137785000_137790000,chr3_137840000_137845000,13
36049,chr3_137790000_137795000,chr3_137830000_137835000,1824
36050,chr3_137790000_137795000,chr3_137835000_137840000,2617
36051,chr3_137795000_137800000,chr3_137825000_137830000,16
36052,chr3_137795000_137800000,chr3_137830000_137835000,2620
36053,chr3_137800000_137805000,chr3_137830000_137835000,1821
36054,chr3_137805000_137810000,chr3_137830000_137835000,2435
36055,chr3_137805000_137810000,chr3_137835000_137840000,17
36056,chr3_137905000_137910000,chr3_138000000_138005000,12
36057,chr3_138065000_138070000,chr3_138105000_138110000,15
36058,chr3_138310000_138315000,chr3_138630000_138635000,10
36059,chr3_138310000_138315000,chr3_138640000_138645000,911
36060,chr3_138315000_138320000,chr3_138640000_138645000,10
36061,chr3_138325000_138330000,chr3_138390000_138395000,11
36062,chr3_138340000_138345000,chr3_138580000_138585000,10
36063,chr3_138345000_138350000,chr3_138390000_138395000,12
36064,chr3_138415000_138420000,chr3_138630000_138635000,14
36065,chr3_138415000_138420000,chr3_138635000_138640000,10
36066,chr3_138420000_138425000,chr3_138630000_138635000,12
36067,chr3_138420000_138425000,chr3_138635000_138640000,11
36068,chr3_138450000_138455000,chr3_138580000_138585000,11
36069,chr3_138490000_138495000,chr3_138550000_138555000,14
36070,chr3_138490000_138495000,chr3_138580000_138585000,13
36071,chr3_138535000_138540000,chr3_138625000_138630000,10
36072,chr3_138550000_138555000,chr3_138580000_138585000,2024
36073,chr3_138550000_138555000,chr3_138595000_138600000,15
36074,chr3_138550000_138555000,chr3_138630000_138635000,13
36075,chr3_138550000_138555000,chr3_138635000_138640000,11
36076,chr3_138580000_138585000,chr3_138600000_138605000,36
36077,chr3_138580000_138585000,chr3_138610000_138615000,18
